id,sea_skill,tp_skill
TGS-2020505337,"['Customer Experience Management', 'Customer Service Delivery']",['Customer Experience Management']
TGS-2020505339,"['Health, Safety And Environment Procedures Implementation', 'Workplace Safety And Health']",['Workplace Safety And Health Performance Management']
TGS-2020505340,"['Property Operations Management', 'Operation Management', 'Front Office Operations Management']",['Front Office Operations Management']
TGS-2020505341,"['Communication', 'Sales Delivery']",['Sales Delivery']
TGS-2020505342,"['Communication', 'Excellence In Service']",['Service Excellence']
TGS-2020505344,['Legal And Compliance Management'],['Legal Compliance Management']
TGS-2020505345,"['Tourism Promotion', 'Communication']",['Tourism Promotion']
TGS-2020505346,"['Communication', 'Operation Management', 'Front Office Operations Management']",['Front Office Operations Management']
TGS-2020505354,"['Learning Framework Development', 'Facilitation', 'Leadership Development']","['People Development', 'People Change Management', 'Organisational Relationship Building', 'Vision Leadership', 'Personal Effectiveness', 'People And Performance Management']"
TGS-2020505356,"['Continuous Improvement Management', 'Service Challenges']",['Service Challenges']
TGS-2020505357,"['Room Housekeeping Operations Management', 'Workplace Safety And Health Management In Chemical, Process, Pharmaceutical Industries And Laboratories', 'Cleaning And Sterilising', 'Cleaning Chemical Handling', 'Operation Management']",['Room Housekeeping Operations Management']
TGS-2020505358,['Customer Challenges Management'],['Customer Challenges Management']
TGS-2020505359,"['Service Innovation', 'Drive Productivity And Innovation', 'Service Innovation Culture', 'Innovation']",['Service Innovation Culture']
TGS-2020505360,"['Quality Assurance', 'Quality Assurance And Audit', 'Internal Audit Quality Assurance', 'Internal Audit Function Management', 'Audit And Compliance']",['Apply Iso 9001 Quality Management System To Audit Requirements']
TGS-2020505361,['Room Reservation Operations Management'],"['Provide Reservation Services', 'Promote Tourism', 'Service Guestrooms/Serviced Apartments', 'Provide Front Office Services', 'Apply Upselling And Suggestive Selling Techniques', ""Handle Guests/Customers' Concerns And Feedback""]"
TGS-2020505364,"['Food And Beverage Services', 'Cleaning And Sterilising', 'Communication', 'Standard Operating Procedures Development']",['Food And Beverage Service']
TGS-2020505367,"['Food And Beverage Services', 'Due Professional Care', 'Communication']",['Food And Beverage Service']
TGS-2020505371,['Incident Response'],['Incident Response']
TGS-2020505375,"['Communication', 'Standard Operating Procedures Development']",['Non-Alcoholic Beverage Preparation']
TGS-2020505380,['Valuation'],['Learning And Development Programme Management']
TGS-2020505390,"['Website Design', 'Documentation', 'Design Standards And Specification', 'E-Commerce Management']",['Software Design']
TGS-2020505403,['Communication'],['Vision Leadership']
TGS-2020505406,"['Cleaning And Sterilising', 'Cleaning Chemical Handling', 'Risk Assessment']",['Cleaning Chemical Handling']
TGS-2020505409,"['Continuous Process Improvement', 'Process Improvement']",['Continuous Process Improvement']
TGS-2020505410,"['Risk Management', 'Risk And Compliance Management', 'Workplace Safety And Health Hazard Identification And Risk Control Management', 'Risk Control And Response Planning', 'Risk Management And Administration', 'Valuation', 'Risk Assessment', 'Communication', 'Hazard And Risk Identification And Management', 'Workplace Safety And Health Control Measures', 'Workplace Safety And Health', 'Legal And Compliance Management', 'Valuation Approaches And Methodologies', 'Workplace Safety And Health Management In Construction Industry', 'Hazards Identification']",['Workplace Safety And Health Control Measures']
TGS-2020505417,"['Risk And Compliance Management', 'Risk Management', 'Quality Assurance', 'Service Quality Management', 'Aviation Legislation Compliance', 'Ethical And Professional Integrity', 'Aerospace Maintenance Practices Application']",['Quality System Management']
TGS-2020505418,"['Marketing Strategy', 'Social Service Programme Development']",['Social Service Programme Development']
TGS-2020505419,"['Ethical And Professional Integrity', 'Governance']","['Ethics, Values And Legislation']"
TGS-2020505420,"['Risk Management', 'Workplace Safety And Health Hazard Identification And Risk Control Management', 'Risk Management And Administration', 'Risk Assessment', 'Emergency Management', 'Health, Safety And Environment Procedures Implementation', 'Vendor Management', 'Workplace Safety And Health']",['Workplace Safety And Health Framework Development And Implementation']
TGS-2020505423,"['Health, Hygiene And Nutrition For Children', 'Communication', 'Scaffolding', 'Collaboration', 'Apply Teamwork In The Workplace', 'Learning Space Design', 'Ethical And Professional Integrity', 'Classroom Management', 'Facilitation']","['Demonstrate Ethical Behaviour And Professionalism (Beginning Pre-School Teacher)', 'Inculcate The Core Values Of Early Childhood Education Through Classroom Activities And Programmes (Beginning Pre-School Teacher)', 'Engage In Centre Initiatives And Programmes', 'Engage In Collaborative Projects With Community Stakeholders (Beginning Pre-School Teacher)', 'Adhere To Health, Safety, Nutritional And Hygiene Standards And Procedures (Beginning Pre-School Teacher)', ""Demonstrate Understanding Of The Centre'S Vision, Mission And Values (Beginning Pre-School Teacher)"", 'Apply Understanding Of How Children (Birth To Age 8) Learn And Develop (Beginning Pre-School Teacher)', 'Collaborate With Colleagues To Foster Positive Workplace Relations (Beginning Pre-School Teacher)', 'Evaluate Teaching And Learning Approaches Aligned To Curriculum Frameworks', 'Establish Home-Centre Partnerships (Beginning Pre-School Teacher)', 'Guide The Development And Enhancement Of Self-Awareness, Self-Regulation, Social Awareness And Confidence In Children', 'Set Up Quality Learning Environments (Beginning Pre-School Teacher)', 'Engage In Continuous Learning And Reflective Practice (Beginning Pre-School Teacher)', 'Foster Trusting, Respectful Relationships With Children Through Positive Interactions With Them', ""Apply Classroom Management Strategies, And Strategies To Observe And Document Children'S Learning""]"
TGS-2020505426,"['Communication', 'Service Challenges', 'Customer Experience Management', 'Cash Flow Management', 'Frontline Services Management']",['Service Challenges']
TGS-2020505427,['Financial Administration'],['Financial Management']
TGS-2020505428,['Environmental Management System Framework Development And Implementation'],['Environmental Management System Framework Development And Implementation']
TGS-2020505432,"['Valuation', 'Career Coaching']",['Career Coaching']
TGS-2020505433,"['Internet Of Things Application', 'Communication', 'Data Visualisation', 'Cloud Computing Application', 'Big Data Analytics']",['Internet Of Things Management']
TGS-2020505435,"['Design Thinking Practice', 'Solutions Design Thinking', 'Innovation']",['Design Thinking Practice']
TGS-2020505438,"['Solutions Design Thinking', 'Communication', 'Decision Making', 'Design Creation And Development', 'Design Thinking Practice']",['Personal Effectiveness']
TGS-2020505439,"['Innovation', 'Design Creation And Development', 'Systems Thinking Application', 'Organisational Change Management', 'Learning Experience Delivery', 'Design Thinking Practice', 'Change Management']",['People Change Management']
TGS-2020505440,"['Design Thinking Practice', 'Continuing Professional Development Management']",['People And Performance Management']
TGS-2020505441,"['Design Thinking Practice', 'Coaching And Mentoring For Educators', 'Design Creation And Development']",['People Development']
TGS-2020505442,"['Design Thinking Practice', 'Collaboration', 'Conflict Management']",['Organisational Relationship Building']
TGS-2020505443,"['Design Thinking Practice', 'Strategy Development', 'People Management']",['Vision Leadership']
TGS-2020505444,"['Data Visualisation', 'Big Data Analytics', 'Business Analysis Management', 'Business Insights']",['Data Visualisation']
TGS-2020505446,"['Collaboration', 'Communication', 'Creative Thinking', 'Learning Space Design']","['Demonstrate Ethical Behaviour And Professionalism (Beginning Pre-School Teacher)', 'Inculcate The Core Values Of Early Childhood Education Through Classroom Activities And Programmes (Beginning Pre-School Teacher)', 'Engage In Centre Initiatives And Programmes', 'Engage In Collaborative Projects With Community Stakeholders (Beginning Pre-School Teacher)', ""Demonstrate Understanding Of The Centre'S Vision, Mission And Values (Beginning Pre-School Teacher)"", 'Apply Understanding Of How Children (Birth To Age 8) Learn And Develop (Beginning Pre-School Teacher)', 'Collaborate With Colleagues To Foster Positive Workplace Relations (Beginning Pre-School Teacher)', 'Set Up Quality Learning Environments (Beginning Pre-School Teacher)', 'Foster Trusting, Respectful Relationships With Children Through Positive Interactions With Them', ""Apply Classroom Management Strategies, And Strategies To Observe And Document Children'S Learning"", 'Adhere To Health, Safety, Nutritional And Hygiene Standards And Procedures (Beginning Pre-School Teacher)', 'Evaluate Teaching And Learning Approaches Aligned To Curriculum Frameworks', 'Establish Home-Centre Partnerships (Beginning Pre-School Teacher)', 'Guide The Development And Enhancement Of Self-Awareness, Self-Regulation, Social Awareness And Confidence In Children', ""Support Children'S Development Of Secure Attachments Through Warm, Consistent And Nurturing Care-Giving (Educarer 1)"", 'Engage In Continuous Learning And Reflective Practice (Beginning Pre-School Teacher)', 'Integrate Respectfulness, Responsiveness And Reciprocity Within The Curriculum (Educarer 1)']"
TGS-2020505450,"['Collaboration', 'Communication']",['Effectiveness Management']
TGS-2020505458,"['Customer Experience Management', 'Communication', 'Excellence In Service']",['Service Excellence']
TGS-2020505459,['Care Assistance'],['Care Assistance']
TGS-2020505460,"['Creative Thinking', 'Service Leadership', 'Customer Challenges Management']",['Service Leadership']
TGS-2020505461,"['Customer Experience Management', 'Service Challenges']",['Service Challenges']
TGS-2020505462,"['Professional Standards', 'Communication', 'Digital Fluency', 'Conflict Management', 'Apply Teamwork In The Workplace', 'Problem Solving']",['Workplace Communications']
TGS-2020505465,"['Valuation Approaches And Methodologies', 'Valuation', 'Casework Evaluation']",['Casework Evaluation']
TGS-2020505466,['Advocacy And Representation'],['Advocacy And Representation']
TGS-2020505468,['Support Service To Seniors'],['Support Service To Seniors']
TGS-2020505474,"['Process Optimisation', 'Process Improvement And Optimisation', 'Process Improvement']",['Process Improvement And Optimisation']
TGS-2020505494,"['Customer Experience Management', 'Customer Behaviour Analysis', 'Customer Management']",['Customer Experience Management']
TGS-2020505495,['Food And Beverage Safety And Hygiene'],['Food Safety And Hygiene']
TGS-2020505496,['Food And Beverage Safety And Hygiene'],['Food Safety And Hygiene']
TGS-2020505499,['Computer-Aided Design'],['Manual And Digital Drawings Production']
TGS-2020505501,"['Workplace Safety And Health For Incident And Accident Investigation', 'Communication', 'Emergency Management', 'Rail Incident Management', 'Workplace Safety And Health', 'Emergency Response Planning', 'Incident And Accident Investigation', 'Workplace Safety And Health Incident Management', 'Rail Emergency Response Management', 'Problem Management']","['Rail Emergency Response Management', 'Rail Incident Management']"
