id,sea_skill,tp_skill
TGS-2022012878,"['Workplace Safety And Health', 'Workplace Safety And Health Management In Construction Industry']",['Supervise Metal Scaffold Erection']
TGS-2022012879,['Workplace Safety And Health'],['Apply Workplace Safety And Health In Metal Work']
TGS-2022012880,"['Workplace Safety And Health Control Measures', 'Workplace Safety And Health', 'Risk Assessment']",['Operate Scissor Lift']
TGS-2022012881,"['Workplace Safety And Health Control Measures', 'Workplace Safety And Health', 'Risk Assessment']",['Operate Boom Lift']
TGS-2022012882,"['Workplace Safety And Health Control Measures', 'Workplace Safety And Health', 'Risk Assessment']",['Operate Vertical Personnel Platform']
TGS-2022012883,"['Customer Relationship Management', 'Resource Management', 'Corporate And Business Law']","['Customer Experience Management', 'Social Media Marketing', 'Customer Management', 'Customer Loyalty And Retention Strategy Formulation', 'Stakeholder Engagement And Management', 'Business Development']"
TGS-2022012884,"['Data Visualisation', 'Communication']",['Business Development']
TGS-2022012887,"['Innovation', 'Process Control', 'Customer Experience Management', 'Business Process Management', 'Customer Experience Innovation']","['Customer Management', 'Stakeholder Engagement And Management', 'Customer Experience Management']"
TGS-2022012888,['Customer Relationship Management'],"['Customer Loyalty And Retention Strategy Formulation', 'Social Media Marketing']"
TGS-2022012892,"['Data Visualisation', 'Communication']","['Business Data Analysis', 'Content Writing And Editing', 'Business Presentation Delivery', 'Infographics And Data Visualisation', 'Proposal Writing', 'Hospitality Data Collection And Analysis']"
TGS-2022012893,['Macroeconomic Analysis'],"['Manpower Planning', 'Stakeholder Management', 'People And Relationship Management', 'Change Management', 'Service Coaching', 'Staff Management', 'Tourism And Economic Development', 'Resource Management', 'Business Performance Management', 'Strategy Implementation']"
TGS-2022012895,"['Customer Experience Management', 'Digital Marketing Management']","['Attractions Guest Relations Management', 'Tour And Travel Services Product And Experience Development And Delivery', 'Service Planning And Implementation', 'Collateral Production', 'Service Challenges', 'Customer Experience Management', 'Business Relationship Building', 'Customer Behaviour Analysis', 'Customer Challenges Management', 'Customer Loyalty And Retention Strategy Formulation', 'Service Excellence', 'Attractions Membership, Admission And Ticketing Management', 'Attractions Programme Development', 'Customer Acquisition Management', 'Customer Relationship Management', 'Service Innovation', 'Service Information And Results', 'Attractions Content And Experience Development And Delivery', 'Customer Feedback And Relationship Management', 'Service Leadership']"
TGS-2022012897,"['Financial Reporting', 'Financial Administration', 'Financial Reporting Quality']","['Financial Transactions', 'Enterprise Risk Management', 'Auditing And Assurance Standards', 'Financial Planning', 'Internal Controls', 'Tax Computation', 'Financial Reporting', 'Cost Management']"
TGS-2022012899,['Financial Reporting'],"['Financial Reporting', 'Tax Computation', 'Financial Transactions']"
TGS-2022012900,"['Financial Reporting', 'Internal Controls', 'Financial Reporting Quality', 'Risk Management']","['Enterprise Risk Management', 'Internal Controls', 'Auditing And Assurance Standards']"
TGS-2022012902,"['Capital Management', 'Financial Administration']","['Financial Planning', 'Cost Management']"
TGS-2022012903,"['Workplace Safety And Health', 'Perform Formwork Activities', 'Workplace Safety And Health Management In Construction Industry']",['Perform Formwork Activities']
TGS-2022012904,"['Workplace Safety And Health Management In Construction Industry', 'Workplace Safety And Health']",['Apply Workplace Safety And Health In Construction Sites']
TGS-2022012905,"['Workplace Safety And Health Control Measures', 'Workplace Safety And Health', 'Workplace Safety And Health Management In Construction Industry']",['Workplace Safety And Health Management In Construction Industry']
TGS-2022012911,"['Health, Safety And Environment Procedures Implementation', 'Workplace Safety And Health']",['Perform Rigger And Signalman Tasks']
TGS-2022012912,['Practice Supervision'],['Supervise Safe Lifting Operations']
TGS-2022012913,"['Workplace Safety And Health', 'Workplace Safety And Health Control Measures', 'Workplace Safety And Health Management In Construction Industry']",['Apply Workplace Safety And Health In Construction Sites']
TGS-2022012914,"['Risk Management', 'Workplace Safety And Health Hazard Identification And Risk Control Management', 'Workplace Safety And Health For Incident And Accident Investigation', 'Risk Control And Response Planning', 'Hazard And Risk Identification And Management', 'Workplace Safety And Health Control Measures', 'Workplace Safety And Health', 'Incident And Accident Investigation', 'Interviewing', 'Workplace Safety And Health Management In Construction Industry', 'Hazards Identification']",['Workplace Safety And Health Management In Construction Industry']
TGS-2022012916,['Business Analysis Management'],['Data Visualisation']
TGS-2022012917,['Business Analysis Management'],['Data Visualisation']
TGS-2022012918,"['Risk Management', 'Workplace Safety And Health Hazard Identification And Risk Control Management', 'Risk Control And Response Planning', 'Health, Safety And Environment Procedures Implementation', 'Organisational Risk Management', 'Workplace Safety And Health Control Measures', 'Workplace Safety And Health Supervision In Tunnelling Construction', 'Workplace Safety And Health', 'Workplace Safety And Health Management In Construction Industry']",['Workplace Safety And Health Supervision In Tunnelling Construction']
TGS-2022012919,['Wine Service'],['Wine Service']
TGS-2022012922,"['Website Design', 'Content Management', 'Research']",['Content Management']
TGS-2022012924,"['Supervise Workplace Safety And Health For Formwork Construction', 'Perform Formwork Activities', 'Workplace Safety And Health', 'Practice Supervision', 'Workplace Safety And Health Management In Construction Industry']",['Supervise Workplace Safety And Health For Formwork Construction']
TGS-2022012929,"['Workplace Safety And Health Control Measures', 'Workplace Safety And Health']",['Apply Workplace Safety And Health In Metal Work']
TGS-2022012947,"['Marketing Strategy', 'Influence', 'Paid Search Engine Marketing (Sem)', 'Search Engine Optimisation (Seo)']",['Search Engine Optimisation (Seo)']
TGS-2022012949,"['Customer Data Analysis', 'Marketing Management', 'Big Data Analytics', 'Sales Target Management', 'Business Acumen']",['Sales Target Management']
TGS-2022012951,['Decision Making'],['Retailing And The Economy']
TGS-2022012952,"['Digital Marketing Management', 'Inbound Marketing', 'Paid Search Engine Marketing (Sem)']",['Paid Search Engine Marketing (Sem)']
TGS-2022012953,"['Staff Continuous Learning', 'Knowledge Management']",['Adapt To Change']
TGS-2022012954,"['Marketing Strategy', 'Research', 'Search Engine Optimisation (Seo)']",['Search Engine Optimisation (Seo)']
TGS-2022012955,"['Website Design', 'Content Management', 'Content Strategy']",['Content Management']
TGS-2022012956,"['Customer Orientation', 'Excellence In Service', 'Service Leadership']",['Service Leadership']
TGS-2022012957,"['Strategy Development', 'Professional Standards', 'Communication']",['Workplace Communications']
TGS-2022012958,"['Innovation', 'Customer Experience Management', 'Business Environment Analysis', 'Research', 'Customer Experience Innovation']",['Customer Experience Innovation']
TGS-2022012961,"['Workplace Safety And Health Control Measures', 'Workplace Safety And Health', 'Risk Assessment']",['Operate Vertical Personnel Platform']
TGS-2022012965,['Risk Assessment'],['Operate Boom Lift']
TGS-2022012966,['Perform Work At Height'],['Perform Work At Height']
TGS-2022012973,['Asian Cuisine Preparation And Cooking'],['Asian Cuisine Preparation And Cooking']
TGS-2022012974,['Quality Assurance'],['Bread Preparation']
TGS-2022012976,['Pastry Preparation'],"['Pastry Preparation', 'Bread Preparation', 'Non-Alcoholic Beverage Preparation', 'Conflict Management', 'Asian Cold Dish And Dessert Preparation']"
TGS-2022012979,['Bread Preparation'],['Bread Preparation']
TGS-2022012980,['Risk Assessment'],['Operate Scissor Lift']
TGS-2022012981,"['Perform Work At Height', 'Workplace Safety And Health Management In Construction Industry', 'Workplace Safety And Health']",['Perform Work At Height']
TGS-2022012983,['Design Thinking Practice'],['Design Thinking Practice']
TGS-2022012999,"['Risk Assessment', 'Supervise Workplace Safety And Health For Formwork Construction', 'Workplace Safety And Health Management In Manufacturing Industry', 'Perform Formwork Activities', 'Due Professional Care', 'Workplace Safety And Health', 'Practice Supervision', 'Workplace Safety And Health Management In Construction Industry']",['Supervise Workplace Safety And Health For Formwork Construction']
TGS-2022013000,"['Risk Management', 'Workplace Safety And Health Hazard Identification And Risk Control Management', 'Risk Control And Response Planning', 'Hazard And Risk Identification And Management', 'Workplace Safety And Health Control Measures', 'Hazards And Risk Identification And Management', 'Workplace Safety And Health', 'Workplace Safety And Health Management In Construction Industry', 'Hazards Identification']",['Workplace Safety And Health Management In Construction Industry']
TGS-2022013001,"['Workplace Safety And Health', 'Workplace Safety And Health Management In Construction Industry']",['Apply Workplace Safety And Health In Construction Sites']
TGS-2022013002,"['Perform Formwork Activities', 'Due Professional Care', 'Risk Assessment', 'Hazards Identification']",['Perform Formwork Activities']
TGS-2022013003,"['Due Professional Care', 'Perform Work At Height']",['Perform Work At Height']
TGS-2022013004,"['Workplace Safety And Health Hazard Identification And Risk Control Management', 'Perform Work At Height', 'Workplace Safety And Health Control Measures', 'Workplace Safety And Health Management In Manufacturing Industry', 'Due Professional Care', 'Workplace Safety And Health', 'Hazards Identification']",['Manage Work At Height']
TGS-2022013006,"['Scaffolding', 'Health, Safety And Environment Procedures Implementation', 'Workplace Safety And Health Management In Manufacturing Industry', 'Due Professional Care', 'Workplace Safety And Health', 'Workplace Safety And Health Management In Construction Industry']",['Perform Metal Scaffold Erection']
TGS-2022013011,"['Energy Management And Audit', 'Solar Photovoltaic Energy Assessment']",['Solar Photovoltaic Energy Assessment']
TGS-2022013012,"['Heating, Ventilation And Air Conditioning System Design', 'Air Conditioning And Mechanical Ventilation System Design', 'Energy Management And Audit', 'Systems Design']",['Air Conditioning And Mechanical Ventilation System Design']
TGS-2022013013,"['Collaboration', 'Conduct And Behaviour Management', 'Building Inclusivity']",['Diversity And Inclusion']
TGS-2022013014,"['Customer Experience Management', 'Customer Service Delivery', 'Bus Vehicle Operations', 'Service Leadership']",['Service Leadership']
TGS-2022013015,"['Strategy Development', 'Business Excellence']",['Business Excellence']
TGS-2022013016,"['Cleaning And Sterilising', 'Horizontal Surface Maintenance']",['Horizontal Surface Maintenance']
TGS-2022013022,"['Workplace Safety And Health Hazard Identification And Risk Control Management', 'Perform Work At Height', 'Workplace Safety And Health Control Measures', 'Workplace Safety And Health', 'Hazards Identification']",['Manage Work At Height']
TGS-2022013023,['Workplace Safety And Health'],['Apply Workplace Safety And Health In Metal Work']
TGS-2022013026,"['Health, Safety And Environment Procedures Implementation', 'Workplace Safety And Health']",['Perform Rigger And Signalman Tasks']
TGS-2022013027,"['Inventory Management', 'Lean Manufacturing', 'Productivity Improvement']",['Continuous Process Improvement']
TGS-2022013028,"['Risk Assessment', 'Supervise Workplace Safety And Health For Formwork Construction', 'Perform Formwork Activities', 'Workplace Safety And Health', 'Practice Supervision', 'Workplace Safety And Health Management In Construction Industry']",['Supervise Workplace Safety And Health For Formwork Construction']
TGS-2022013029,"['Order Processing And Change Request Management', 'Inventory Management', 'Emergency Management', 'Documentation', 'Procurement']",['Inventory Control']
TGS-2022013030,"['Order Fulfilment Administration', 'Order Fulfilment And Returns Processing', 'Inventory Management']",['Order Fulfilment Administration']
TGS-2022013031,"['Technology Road Mapping', 'Digital Technology Adoption And Innovation', 'Technology Application']",['Technology Integration']
TGS-2022013032,"['Workplace Safety And Health Hazard Identification And Risk Control Management', 'Perform Work At Height', 'Workplace Safety And Health Control Measures', 'Workplace Safety And Health', 'Work At Heights', 'Hazards Identification']",['Manage Work At Height']
TGS-2022013033,"['Communication', 'Decision Making', 'Business Process Re-Engineering', 'Benchmarking', 'Idea Generation And Selection', 'Productivity Improvement']",['Innovation Management']
TGS-2022013034,['Practice Supervision'],['Supervise Safe Lifting Operations']
TGS-2022013035,"['Computer-Aided Design', 'Design Standards And Specification']",['Computer-Aided Design']
TGS-2022013036,['Jigs And Fixtures Design'],['Jigs And Fixture Design']
TGS-2022013037,"['Risk Management', 'Workplace Safety And Health Hazard Identification And Risk Control Management', 'Workplace Safety And Health For Incident And Accident Investigation', 'Risk Control And Response Planning', 'Hazards And Risk Identification And Management', 'Workplace Safety And Health', 'Incident And Accident Investigation', 'Workplace Safety And Health Management In Construction Industry']",['Workplace Safety And Health Management In Construction Industry']
TGS-2022013039,"['Report Writing', 'Injection Mould Design']",['Project Management']
TGS-2022013040,"['Computer-Aided Design', 'Communication']",['Engineering Product Design']
TGS-2022013041,"['Communication', 'Market Research', 'Applied Research And Development Management', 'Stakeholder Management', 'Project Management', 'Conflict Management', 'Stakeholder Engagement And Management', 'Procurement', 'Research']",['Stakeholder Management']
TGS-2022013045,"['Marketing Strategy', 'Adaptability', 'Digital Marketing Management', 'E-Commerce Management']",['E-Commerce Campaign Management']
TGS-2022013046,['Game Concept Design'],['Automated System Design']
TGS-2022013047,"['Systems Integration', 'Control System Programming', 'Programming And Coding']",['Automation Process Control']
TGS-2022013048,"['Project Cost', 'Project Execution And Control', 'Valuation', 'Project Plan', 'Design Standards And Specification', 'Project Management', 'Cost Management']",['Product And Machine Assembly']
TGS-2022013049,"['Computer-Aided Design', 'Programming And Coding']",['Project Management']
TGS-2022013051,"['Workplace Learning Delivery', 'Facilitation']",['Learning And Development']
TGS-2022013052,"['Process Modelling', 'Communication', 'Process Monitoring', 'Project Plan', 'Project Management']",['Manufacturing Process Management']
TGS-2022013053,"['Computer Numeric Control Operations', 'Programming And Coding', 'Machining', 'Computer-Aided Manufacturing']",['Computer-Aided Manufacturing']
TGS-2022013054,"['Metrology Management', 'Geometric Dimensioning And Tolerancing']",['Quality System Management']
TGS-2022013055,"['Manufacturing Technology', 'Machining']",['Machining']
TGS-2022013056,['Design Standards And Specification'],['Learning And Development']
TGS-2022013059,['Computer-Aided Design'],['Injection Mould Design']
TGS-2022013060,"['Report Writing', 'Computer-Aided Manufacturing', 'Engineering Project Management', 'Qualitative Analysis', 'Project Feasibility Assessment', 'Machining', 'Computer-Aided Design', 'Computer Numeric Control Operations', 'Project Management']",['Project Management']
TGS-2022013061,"['Process Optimisation', 'Machining', 'Cutting']",['Machining']
TGS-2022013062,"['Computer Numeric Control Operations', 'Machining']",['Cutting']
TGS-2022013063,"['Due Professional Care', 'Practice Supervision']",['Supervise Safe Lifting Operations']
TGS-2022013065,"['Workplace Safety And Health Hazard Identification And Risk Control Management', 'Workplace Safety And Health Management In Chemical, Process, Pharmaceutical Industries And Laboratories', 'Confined Space Management', 'Confined Space Work', 'Workplace Safety And Health Control Measures', 'Workplace Safety And Health', 'Workplace Safety And Health For Confined Spaces', 'Workplace Safety And Health Management In Construction Industry', 'Hazards Identification']",['Apply Workplace Safety And Health In Construction Sites']
TGS-2022013068,"['Communication', 'Innovation', 'Excellence In Service', 'Service Challenges', 'Customer Experience Management', 'Service Innovation', 'Customer Experience Innovation']","['Customer Experience Management', 'Service Innovation', 'Service Planning And Implementation', 'People And Relationship Management', 'Service Challenges', 'Service Excellence', 'Service Leadership']"
TGS-2022013071,"['Communication', 'Innovation', 'Excellence In Service', 'Service Challenges', 'Customer Experience Management', 'Service Innovation', 'Customer Experience Innovation']","['Customer Experience Management', 'Service Innovation', 'Service Planning And Implementation', 'People And Relationship Management', 'Service Challenges', 'Service Excellence', 'Service Leadership']"
TGS-2022013074,"['Workplace Safety And Health Hazard Identification And Risk Control Management', 'Workplace Safety And Health', 'Hazards Identification']",['Apply Workplace Safety And Health In Metal Work']
TGS-2022013076,"['Communication', 'Risk Assessment']",['Perform Rigger And Signalman Tasks']
TGS-2022013078,"['Workplace Safety And Health For Incident And Accident Investigation', 'Communication', 'Risk Assessment']",['Supervise Safe Lifting Operations']
TGS-2022013081,['Workplace Safety And Health'],['Apply Workplace Safety And Health In Metal Work']
TGS-2022013088,"['Workplace Safety And Health', 'Workplace Safety And Health Management In Construction Industry', 'Scaffolding']",['Perform Metal Scaffold Erection']
TGS-2022013089,"['Workplace Safety And Health', 'Perform Work At Height']",['Perform Work At Height']
TGS-2022013092,"['Big Data Analytics', 'Valuation']","['Data Analytics', 'Consumer Intelligence Analysis', 'Data Visualisation', 'Business Innovation']"
TGS-2022013093,"['Design Thinking Practice', 'Artificial Intelligence Application', 'Innovation', 'Ethical And Professional Integrity']",['Design Thinking Practice']
TGS-2022013094,"['Governance', 'Artificial Intelligence Application', 'Ethical And Professional Integrity', 'Self-Learning Systems']","['Data Ethics', 'Pattern Recognition Systems', 'Data Strategy', 'Data Governance']"
TGS-2022013095,"['Design Thinking Practice', 'Artificial Intelligence Application', 'Innovation', 'Ethical And Professional Integrity']",['Design Thinking Practice']
TGS-2022013096,"['Governance', 'Artificial Intelligence Application', 'Ethical And Professional Integrity', 'Self-Learning Systems']","['Data Ethics', 'Pattern Recognition Systems', 'Data Strategy', 'Data Governance']"
TGS-2022013097,"['Applications Support And Enhancement', 'Artificial Intelligence Application', 'Robotic And Automation Technology Application']","['Applications Support And Enhancement', 'Application Development', 'Process Improvement And Optimisation']"
TGS-2022013102,"['Workplace Safety And Health', 'Workplace Safety And Health Hazard Identification And Risk Control Management', 'Workplace Safety And Health Management In Construction Industry', 'Hazards Identification']",['Supervise Metal Scaffold Erection']
TGS-2022013105,['Workplace Safety And Health'],['Apply Workplace Safety And Health In Metal Work']
TGS-2022013109,"['Workplace Safety And Health', 'Workplace Safety And Health Management In Construction Industry', 'Scaffolding']",['Perform Metal Scaffold Erection']
TGS-2022013111,"['Workplace Safety And Health Management In Construction Industry', 'Perform Formwork Activities', 'Workplace Safety And Health']",['Perform Formwork Activities']
TGS-2022013112,"['Workplace Safety And Health', 'Workplace Safety And Health Management In Construction Industry']",['Apply Workplace Safety And Health In Construction Sites']
TGS-2022013136,"['Control System Programming', 'Computer Numeric Control Operations', 'Programming And Coding', 'Machining']",['Machining']
TGS-2022013137,"['Process Control', 'Automation Research And Implementation', 'Injection Mould Design', 'Automation Process Control']",['Plastic Injection Moulding']
TGS-2022013141,"['Perform Formwork Activities', 'Risk Assessment', 'Hazards Identification']",['Perform Formwork Activities']
TGS-2022013142,['Creative Thinking'],['Digital Image Production']
TGS-2022013143,"['Creative Storytelling', 'Production Design', 'Creative Thinking', 'Aesthetic And Design Sensibility']",['Visual Style Development']
TGS-2022013144,['Perform Work At Height'],['Perform Work At Height']
TGS-2022013145,"['Workplace Safety And Health Hazard Identification And Risk Control Management', 'Perform Work At Height', 'Workplace Safety And Health Control Measures', 'Workplace Safety And Health', 'Hazards Identification']",['Manage Work At Height']
TGS-2022013148,['Perform Work At Height'],['Perform Work At Height']
TGS-2022013149,"['Workplace Safety And Health Hazard Identification And Risk Control Management', 'Perform Work At Height', 'Workplace Safety And Health Control Measures', 'Workplace Safety And Health', 'Work At Heights', 'Hazards Identification']",['Manage Work At Height']
TGS-2022013151,['Practice Supervision'],['Supervise Safe Lifting Operations']
TGS-2022013152,"['Workplace Safety And Health', 'Workplace Safety And Health Management In Construction Industry', 'Scaffolding']",['Perform Metal Scaffold Erection']
TGS-2022013153,"['Workplace Safety And Health Management In Construction Industry', 'Workplace Safety And Health']",['Supervise Metal Scaffold Erection']
TGS-2022013164,"['Workplace Safety And Health For Incident And Accident Investigation', 'Risk Assessment', 'Workplace Safety And Health Control Measures', 'Workplace Safety And Health', 'Incident And Accident Investigation', 'Workplace Safety And Health Management In Construction Industry']",['Workplace Safety And Health Management In Construction Industry']
TGS-2022013174,"['Applications Development', 'Embedded Systems Programming', 'Programming And Coding', 'Documentation']",['Applications Development']
TGS-2022013183,"['Workplace Safety And Health For Incident And Accident Investigation', 'Risk Assessment', 'Supervise Workplace Safety And Health For Formwork Construction', 'Perform Formwork Activities', 'Workplace Safety And Health', 'Practice Supervision', 'Workplace Safety And Health Management In Construction Industry']",['Supervise Workplace Safety And Health For Formwork Construction']
TGS-2022013184,"['Workplace Safety And Health', 'Perform Work At Height', 'Risk Assessment']",['Perform Work At Height']
TGS-2022013185,"['Workplace Safety And Health', 'Workplace Safety And Health Management In Construction Industry']",['Apply Workplace Safety And Health In Construction Sites']
TGS-2022013186,['Workplace Safety And Health'],['Apply Workplace Safety And Health In Metal Work']
TGS-2022013187,"['Risk Management', 'Workplace Safety And Health Hazard Identification And Risk Control Management', 'Workplace Safety And Health For Incident And Accident Investigation', 'Risk Control And Response Planning', 'Workplace Safety And Health Control Measures', 'Hazards And Risk Identification And Management', 'Workplace Safety And Health', 'Incident And Accident Investigation', 'Workplace Safety And Health Management In Construction Industry']",['Workplace Safety And Health Management In Construction Industry']
TGS-2022013188,"['Stakeholder Management', 'Customer Orientation', 'Excellence In Service', 'Service Leadership']",['Service Leadership']
TGS-2022013189,"['Service Planning And Implementation', 'Operation Management', 'Excellence In Service', 'Customer Orientation']",['Service Planning And Implementation']
TGS-2022013192,"['Workplace Safety And Health Hazard Identification And Risk Control Management', 'Perform Work At Height', 'Workplace Safety And Health Control Measures', 'Workplace Safety And Health', 'Work At Heights', 'Hazards Identification']",['Manage Work At Height']
TGS-2022013195,"['Respiratory Care In Nursing', 'Documentation', 'Infection Control', 'Documentation And Administration', 'Infection Prevention And Control In Nursing Practice']",['Respiratory Care In Nursing']
TGS-2022013196,"['Process Optimisation', 'Computer-Aided Manufacturing', 'Environment And Social Governance', 'Jigs And Fixtures Design', 'Machining', 'Computer-Aided Design', 'Computer Numeric Control Operations', 'Productivity Improvement']","['Innovation Management', 'Computer-Aided Manufacturing', 'Jigs And Fixture Design', 'Machining', 'Cutting', 'Continuous Process Improvement', 'Computer-Aided Design', 'Project Management']"
TGS-2022013197,"['Engineering Project Management', 'Environment And Social Governance', 'Jigs And Fixtures Design', 'Computer-Aided Design', 'Project Management', 'Productivity Improvement']","['Engineering Product Design', 'Innovation Management', 'Automation Process Control', 'Automated System Design', 'Product And Machine Assembly', 'Jigs And Fixture Design', 'Continuous Process Improvement', 'Computer-Aided Design', 'Project Management']"
TGS-2022013198,"['Environment And Social Governance', 'Jigs And Fixtures Design', 'Injection Mould Design', 'Computer-Aided Design', 'Productivity Improvement']","['Engineering Product Design', 'Innovation Management', 'Jigs And Fixture Design', 'Injection Mould Design', 'Continuous Process Improvement', 'Computer-Aided Design', 'Polymeric Material Characterisation', 'Project Management', 'Plastic Injection Moulding']"
TGS-2022013199,"['Manufacturing Technology', 'Environment And Social Governance', 'Metrology Management']","['Quality System Management', 'Metallic Material Characterisation', 'Machining', 'Learning And Development', 'Manufacturing Process Management']"
TGS-2022013202,"['Risk Management', 'Workplace Safety And Health Hazard Identification And Risk Control Management', 'Workplace Safety And Health For Incident And Accident Investigation', 'Risk Control And Response Planning', 'Workplace Safety And Health', 'Incident And Accident Investigation', 'Workplace Safety And Health Management In Construction Industry']",['Workplace Safety And Health Management In Construction Industry']
TGS-2022013204,"['Collaboration', 'Problem Management']","['Product Management', 'Infrastructure Support']"
TGS-2022013205,"['Workplace Safety And Health Management In Construction Industry', 'Workplace Safety And Health']",['Perform Metal Scaffold Erection']
TGS-2022013206,"['Internet Of Things Application', 'Robotic And Automation Technology Application', 'Productivity Improvement', 'Artificial Intelligence Application', 'Big Data Analytics', 'Automation Research And Implementation', 'Systems Design']","['Automated System Design', 'Automated Operation Monitoring', 'Data Analytics System Design']"
TGS-2022013207,"['Internet Of Things Application', 'Robotic And Automation Technology Application', 'Network System Planning And Design', 'Automation Design', 'Design Creation And Development', 'Cybersecurity', 'Systems Design']","['Automated System Design', 'Automated Operation Monitoring']"
TGS-2022013208,"['Robotic And Automation Technology Application', 'Automation Design', 'Design Creation And Development', 'Artificial Intelligence Application', 'Big Data Analytics', 'Systems Design']","['Automated System Design', 'Automated Operation Monitoring', 'Data Analytics System Design']"
TGS-2022013209,"['Internet Of Things Application', 'Robotic And Automation Technology Application', 'Productivity Improvement', 'Artificial Intelligence Application', 'Big Data Analytics', 'Automation Research And Implementation', 'Systems Design']","['Automated System Design', 'Automated Operation Monitoring', 'Data Analytics System Design']"
TGS-2022013214,"['Workplace Safety And Health Control Measures', 'Workplace Safety And Health', 'Workplace Safety And Health Management In Construction Industry']",['Apply Workplace Safety And Health In Construction Sites']
TGS-2022013216,"['Workplace Safety And Health Control Measures', 'Workplace Safety And Health', 'Workplace Safety And Health Management In Construction Industry']",['Apply Workplace Safety And Health In Construction Sites']
TGS-2022013217,"['Workplace Safety And Health', 'Apply Workplace Safety And Health In Logistics And Transportation']",['Perform Rigger And Signalman Tasks']
TGS-2022013218,"['Workplace Safety And Health', 'Workplace Safety And Health Control Measures', 'Workplace Safety And Health Management In Construction Industry']",['Apply Workplace Safety And Health In Construction Sites']
TGS-2022013219,"['Risk Assessment', 'Supervise Workplace Safety And Health For Formwork Construction', 'Perform Formwork Activities', 'Workplace Safety And Health', 'Practice Supervision', 'Workplace Safety And Health Management In Construction Industry']",['Supervise Workplace Safety And Health For Formwork Construction']
TGS-2022013220,"['Workplace Safety And Health Hazard Identification And Risk Control Management', 'Perform Work At Height', 'Workplace Safety And Health Control Measures', 'Workplace Safety And Health', 'Workplace Safety And Health Management In Construction Industry', 'Hazards Identification']",['Manage Work At Height']
TGS-2022013221,"['Workplace Safety And Health', 'Workplace Safety And Health Management In Construction Industry', 'Scaffolding']",['Perform Metal Scaffold Erection']
TGS-2022013222,"['Perform Formwork Activities', 'Risk Assessment', 'Hazards Identification']",['Perform Formwork Activities']
TGS-2022013223,['Perform Work At Height'],['Perform Work At Height']
TGS-2022013225,"['Workplace Safety And Health For Incident And Accident Investigation', 'Communication', 'Risk Assessment', 'Emergency Management', 'Incident And Accident Investigation']",['Supervise Safe Lifting Operations']
TGS-2022013226,['Practice Supervision'],['Supervise Safe Lifting Operations']
TGS-2022013230,"['Workplace Safety And Health', 'Workplace Safety And Health Hazard Identification And Risk Control Management', 'Workplace Safety And Health Management In Construction Industry', 'Hazards Identification']",['Supervise Metal Scaffold Erection']
TGS-2022013231,['Workplace Safety And Health'],['Plant Propagation And Production']
TGS-2022013232,"['Business Analysis Management', 'Business Needs Analysis']",['Business Needs Analysis']
TGS-2022013233,"['Business Continuity', 'Strategy Development']",['Organisational Strategy Development']
TGS-2022013240,"['Workplace Safety And Health Hazard Identification And Risk Control Management', 'Workplace Safety And Health For Incident And Accident Investigation', 'Risk Assessment', 'Perform Formwork Activities', 'Workplace Safety And Health', 'Workplace Safety And Health Management In Construction Industry', 'Hazards Identification']",['Perform Formwork Activities']
TGS-2022013241,"['Risk Management', 'Workplace Safety And Health Hazard Identification And Risk Control Management', 'Workplace Safety And Health For Incident And Accident Investigation', 'Risk Control And Response Planning', 'Risk Management And Administration', 'Risk Assessment', 'Hazard And Risk Identification And Management', 'Workplace Safety And Health Control Measures', 'Workplace Safety And Health', 'Incident And Accident Investigation', 'Workplace Safety And Health Management In Construction Industry', 'Hazards Identification']",['Workplace Safety And Health Management In Construction Industry']
TGS-2022013242,"['Risk Assessment', 'Supervise Workplace Safety And Health For Formwork Construction', 'Perform Formwork Activities', 'Workplace Safety And Health', 'Practice Supervision', 'Workplace Safety And Health Management In Construction Industry']",['Supervise Workplace Safety And Health For Formwork Construction']
TGS-2022013243,"['Perform Work At Height', 'Hazards Identification']",['Perform Work At Height']
TGS-2022013244,"['Risk Management', 'Workplace Safety And Health Hazard Identification And Risk Control Management', 'Perform Work At Height', 'Hazard And Risk Identification And Management', 'Workplace Safety And Health Control Measures', 'Workplace Safety And Health', 'Hazards Identification']",['Manage Work At Height']
TGS-2022013245,['Emergency Management'],['Perform Rigger And Signalman Tasks']
TGS-2022013246,"['Workplace Safety And Health', 'Scaffolding']",['Perform Metal Scaffold Erection']
TGS-2022013247,"['Workplace Safety And Health Hazard Identification And Risk Control Management', 'Workplace Safety And Health For Incident And Accident Investigation', 'Workplace Safety And Health', 'Hazards Identification']",['Supervise Metal Scaffold Erection']
TGS-2022013248,"['Energy Management And Audit', 'Valuation', 'Demand Management Operations']",['Demand Management Plan Development']
TGS-2022013249,"['Risk Management', 'Workplace Safety And Health Hazard Identification And Risk Control Management', 'Workplace Safety And Health For Incident And Accident Investigation', 'Risk Control And Response Planning', 'Workplace Safety And Health Management In Manufacturing Industry', 'Workplace Safety And Health', 'Incident And Accident Investigation', 'Workplace Safety And Health Management In Construction Industry']",['Workplace Safety And Health Management In Manufacturing Industry']
TGS-2022013250,"['Communication', 'Service Challenges', 'Excellence In Service']",['Service Challenges']
TGS-2022013251,['Excellence In Service'],['Service Planning And Implementation']
TGS-2022013252,['Excellence In Service'],['People And Relationship Management']
